age,occupation,monthly_income,expenses,fixed_expenses,variable_expenses,has_loans,debt_amount,monthly_emi,savings,emergency_fund,invests,investment_type,risk_appetite,short_term_goals,long_term_goals,financial_health
33,Student,28712,24592,8486,16106,True,1625558,29633,0,363682,False,None,High,Vacation,Buy House,Poor
41,Business,71348,57196,32735,24461,False,0,0,14152,182999,True,Gold,High,Vacation,Retirement,Average
39,Retired,32634,14711,7505,7206,False,0,0,17923,467505,False,None,Low,Vacation,Wealth Creation,Good
51,Self-employed,148364,62380,14987,47393,True,1515291,14747,71237,304740,True,FD,Low,Emergency Fund,Buy House,Good
33,Retired,74214,51705,16264,35441,False,0,0,22509,473768,True,Gold,High,Vacation,Kids Education,Good
37,Student,77188,52231,27963,24268,False,0,0,24957,491864,False,None,High,Vacation,Retirement,Good
50,Student,180202,86912,38404,48508,True,1733806,6322,86968,286877,True,Crypto,Moderate,Vacation,Wealth Creation,Good
51,Business,98262,60049,26948,33101,True,1660324,49095,0,356078,True,Crypto,Low,Upgrade Lifestyle,Buy House,Poor
50,Business,172134,135084,57314,77770,True,1907395,19563,17487,387934,True,None,High,Emergency Fund,Retirement,Average
37,Salaried,120849,58071,14633,43438,False,0,0,62778,31974,True,Mutual Funds,Moderate,Emergency Fund,Start Business,Average
39,Retired,38102,30631,9315,21316,False,0,0,7471,370405,False,None,Low,Vacation,Retirement,Average
22,Business,115982,48411,25302,23109,False,0,0,67571,460093,True,FD,Low,Buy Car,Start Business,Good
43,Self-employed,97384,76939,44547,32392,False,0,0,20445,23493,True,Real Estate,Low,Emergency Fund,Retirement,Average
27,Salaried,152553,62666,25912,36754,True,652642,37230,52657,18438,True,Gold,High,Upgrade Lifestyle,Retirement,Average
23,Retired,147518,80810,36310,44500,True,1008769,30600,36108,128337,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
45,Retired,34715,14048,3101,10947,False,0,0,20667,107686,True,FD,Moderate,Upgrade Lifestyle,Wealth Creation,Good
54,Business,20519,8636,1736,6900,True,1005760,42247,0,256538,True,FD,Moderate,Vacation,Buy House,Poor
42,Retired,132147,101052,30806,70246,True,1138766,20483,10612,259718,True,Mutual Funds,Low,Buy Car,Retirement,Poor
40,Student,149473,102722,52386,50336,True,1920197,7788,38963,434124,False,None,Moderate,Upgrade Lifestyle,Retirement,Good
56,Salaried,179850,161447,53873,107574,False,0,0,18403,237085,False,None,Moderate,Buy Car,Start Business,Average
43,Salaried,46590,23252,13890,9362,False,0,0,23338,33140,True,Gold,High,Vacation,Wealth Creation,Average
44,Salaried,145897,120953,38001,82952,True,1320054,3793,21151,435769,True,Crypto,High,Emergency Fund,Kids Education,Average
46,Student,84395,71311,25968,45343,True,1603057,36117,0,347710,True,FD,High,Upgrade Lifestyle,Buy House,Poor
59,Retired,196881,163056,84924,78132,False,0,0,33825,186883,False,None,Moderate,Upgrade Lifestyle,Kids Education,Average
44,Retired,36108,18528,5914,12614,True,1515963,33311,0,308900,False,None,Low,Vacation,Buy House,Poor
31,Self-employed,187733,166106,98330,67776,False,0,0,21627,493217,True,Crypto,Moderate,Upgrade Lifestyle,Kids Education,Average
43,Salaried,157893,123157,31999,91158,False,0,0,34736,495283,True,Mutual Funds,Moderate,Emergency Fund,Buy House,Good
24,Business,13737,7672,2350,5322,False,0,0,6065,200797,True,Real Estate,High,Pay Debt,Kids Education,Good
50,Business,55617,27693,8118,19575,False,0,0,27924,187481,True,Stocks,High,Upgrade Lifestyle,Wealth Creation,Good
38,Student,115630,90833,21177,69656,False,0,0,24797,347694,False,None,Moderate,Pay Debt,Retirement,Good
41,Student,98344,42580,19310,23270,True,263777,46452,9312,436640,True,Gold,Moderate,Pay Debt,Kids Education,Poor
31,Business,172150,101544,21316,80228,False,0,0,70606,54955,False,None,Moderate,Emergency Fund,Retirement,Average
54,Salaried,67341,34826,7615,27211,False,0,0,32515,452654,True,Stocks,Low,Vacation,Start Business,Good
52,Business,194136,155789,44494,111295,True,274142,4393,33954,98981,False,None,Moderate,Pay Debt,Start Business,Average
44,Student,133578,75285,32554,42731,False,0,0,58293,168568,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
21,Student,49147,35427,12824,22603,False,0,0,13720,92864,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Average
39,Retired,165598,87821,27417,60404,False,0,0,77777,34126,False,None,High,Pay Debt,Retirement,Average
51,Student,12548,6304,2849,3455,False,0,0,6244,161346,False,None,High,Emergency Fund,Kids Education,Good
21,Student,82685,63181,27780,35401,False,0,0,19504,322173,True,FD,Moderate,Vacation,Start Business,Good
22,Retired,184209,125471,56652,68819,True,749959,39376,19362,331725,True,Stocks,Moderate,Pay Debt,Kids Education,Average
43,Retired,139853,66629,38250,28379,False,0,0,73224,353791,False,None,High,Upgrade Lifestyle,Kids Education,Good
28,Self-employed,40743,22307,6838,15469,False,0,0,18436,364001,True,Gold,Low,Buy Car,Kids Education,Good
20,Business,148605,72605,33635,38970,False,0,0,76000,43082,True,Stocks,Moderate,Buy Car,Wealth Creation,Average
23,Retired,186276,159703,68313,91390,True,895140,24474,2099,98182,False,None,High,Pay Debt,Wealth Creation,Poor
40,Salaried,45681,39182,13051,26131,False,0,0,6499,65831,True,Real Estate,Low,Emergency Fund,Wealth Creation,Average
24,Retired,128208,106808,24056,82752,False,0,0,21400,333775,True,Crypto,Moderate,Pay Debt,Buy House,Average
50,Salaried,115531,67150,25399,41751,False,0,0,48381,81202,False,None,Low,Emergency Fund,Wealth Creation,Average
57,Self-employed,155697,99353,45384,53969,True,788421,13050,43294,82366,True,Crypto,High,Buy Car,Buy House,Average
49,Business,186541,141931,84103,57828,True,733830,35983,8627,244136,True,Stocks,Low,Emergency Fund,Kids Education,Poor
59,Retired,187996,131715,61611,70104,True,1691434,47438,8843,217592,True,Mutual Funds,Low,Pay Debt,Start Business,Poor
20,Retired,184717,75533,34135,41398,True,1960645,14601,94583,61903,False,None,Moderate,Vacation,Wealth Creation,Average
27,Business,109317,96082,52026,44056,False,0,0,13235,496490,True,Real Estate,High,Buy Car,Start Business,Average
28,Salaried,131534,61887,35626,26261,False,0,0,69647,346160,True,Stocks,Low,Upgrade Lifestyle,Start Business,Good
46,Self-employed,35853,16318,8679,7639,True,1254181,35944,0,377682,False,None,High,Emergency Fund,Start Business,Poor
34,Student,46821,26674,14340,12334,False,0,0,20147,310273,True,Crypto,Low,Upgrade Lifestyle,Retirement,Good
55,Self-employed,113793,88316,39980,48336,False,0,0,25477,357308,True,None,High,Upgrade Lifestyle,Kids Education,Good
54,Salaried,117188,91985,38994,52991,True,67786,15339,9864,151739,True,Stocks,High,Buy Car,Retirement,Poor
58,Self-employed,138664,64274,27478,36796,True,250402,41476,32914,429099,True,Real Estate,Moderate,Emergency Fund,Wealth Creation,Good
44,Business,107319,50931,21446,29485,False,0,0,56388,10468,True,None,High,Upgrade Lifestyle,Wealth Creation,Average
21,Student,36285,26616,10529,16087,False,0,0,9669,126166,True,None,Low,Emergency Fund,Start Business,Good
37,Student,117163,93940,55309,38631,True,632669,7932,15291,267169,True,Crypto,Low,Upgrade Lifestyle,Start Business,Average
33,Salaried,140634,105029,26307,78722,False,0,0,35605,290005,True,Crypto,High,Vacation,Buy House,Average
29,Student,133026,115015,32345,82670,True,1373165,48069,0,168543,False,None,High,Pay Debt,Kids Education,Poor
35,Student,166876,123501,69355,54146,False,0,0,43375,38294,True,Gold,High,Emergency Fund,Wealth Creation,Average
59,Self-employed,178439,107980,59093,48887,True,1750618,44613,25846,371530,True,FD,Low,Upgrade Lifestyle,Kids Education,Average
60,Student,81254,54717,23520,31197,False,0,0,26537,403658,False,None,High,Emergency Fund,Kids Education,Good
40,Retired,58423,28262,6104,22158,False,0,0,30161,152737,True,Gold,Low,Buy Car,Wealth Creation,Good
46,Student,73177,54137,32440,21697,False,0,0,19040,467716,False,None,Low,Vacation,Kids Education,Good
41,Business,28573,16034,7241,8793,True,1042980,11727,812,95942,True,FD,High,Emergency Fund,Kids Education,Poor
32,Retired,94225,61923,30751,31172,False,0,0,32302,230694,True,Stocks,Low,Buy Car,Buy House,Good
33,Student,183464,135554,42747,92807,True,562177,24440,23470,220176,True,Gold,High,Vacation,Buy House,Average
50,Student,138953,119654,24609,95045,False,0,0,19299,426076,True,Gold,Moderate,Vacation,Start Business,Average
46,Student,195339,121352,51043,70309,True,1366600,9367,64620,352067,True,Mutual Funds,Moderate,Buy Car,Kids Education,Average
23,Student,42056,17190,6803,10387,False,0,0,24866,286474,True,Real Estate,Low,Vacation,Retirement,Good
54,Retired,77033,33513,7361,26152,False,0,0,43520,292350,True,Crypto,High,Vacation,Kids Education,Good
23,Salaried,157143,141113,76595,64518,False,0,0,16030,267261,True,Gold,Moderate,Vacation,Buy House,Average
59,Salaried,29805,17199,6979,10220,False,0,0,12606,191951,False,None,High,Emergency Fund,Start Business,Good
52,Salaried,184977,156391,45008,111383,True,548829,17222,11364,86848,False,None,High,Upgrade Lifestyle,Kids Education,Poor
47,Student,56297,31915,10719,21196,True,1797320,3177,21205,140583,True,None,Low,Vacation,Retirement,Good
21,Business,70118,33519,9889,23630,True,588035,21597,15002,86839,True,Crypto,Low,Emergency Fund,Kids Education,Average
53,Student,138865,69031,39015,30016,False,0,0,69834,328271,True,Gold,High,Buy Car,Start Business,Good
38,Self-employed,131735,95856,20055,75801,False,0,0,35879,472232,True,Stocks,Moderate,Pay Debt,Buy House,Good
24,Retired,121347,104281,43875,60406,False,0,0,17066,59852,True,Gold,High,Vacation,Kids Education,Average
25,Salaried,135692,83661,48586,35075,True,141540,34155,17876,199410,True,Stocks,Low,Vacation,Wealth Creation,Average
57,Salaried,85347,34405,7770,26635,True,1098071,21851,29091,188908,False,None,Moderate,Vacation,Buy House,Good
46,Student,149376,107300,31391,75909,False,0,0,42076,141386,True,Mutual Funds,Moderate,Upgrade Lifestyle,Wealth Creation,Average
22,Student,191783,98207,47641,50566,True,1743208,38989,54587,204299,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Average
43,Retired,26119,21943,5010,16933,False,0,0,4176,158186,False,None,Low,Emergency Fund,Retirement,Average
38,Retired,85947,38817,13061,25756,True,1885275,41679,5451,173439,False,None,Moderate,Upgrade Lifestyle,Retirement,Poor
44,Retired,143789,65711,19520,46191,False,0,0,78078,222249,False,None,Moderate,Pay Debt,Buy House,Good
21,Retired,153644,126144,49374,76770,False,0,0,27500,269971,False,None,High,Upgrade Lifestyle,Buy House,Average
44,Business,68055,47735,22421,25314,False,0,0,20320,268695,False,None,High,Buy Car,Retirement,Good
58,Student,68672,59265,30580,28685,True,709871,37422,0,475654,True,Crypto,Moderate,Upgrade Lifestyle,Kids Education,Poor
43,Business,166807,98024,42305,55719,True,1522679,32541,36242,88363,False,None,High,Emergency Fund,Wealth Creation,Average
21,Business,132545,55335,24872,30463,True,1032982,46775,30435,76128,False,None,Low,Vacation,Start Business,Average
46,Self-employed,85886,35931,19931,16000,True,1112943,35697,14258,67767,True,Crypto,High,Upgrade Lifestyle,Wealth Creation,Average
45,Salaried,124477,53045,23259,29786,True,531309,45323,26109,79498,True,Gold,Low,Emergency Fund,Buy House,Average
36,Retired,58082,51317,18256,33061,False,0,0,6765,463082,True,Stocks,High,Upgrade Lifestyle,Retirement,Average
28,Salaried,55023,47261,23561,23700,False,0,0,7762,249110,False,None,High,Buy Car,Buy House,Average
40,Self-employed,40150,29075,6891,22184,False,0,0,11075,349564,True,Stocks,High,Emergency Fund,Wealth Creation,Good
27,Salaried,55380,32925,7180,25745,True,1880110,9062,13393,37368,True,Mutual Funds,Low,Buy Car,Kids Education,Average
32,Student,79418,56027,24347,31680,False,0,0,23391,24461,True,None,High,Emergency Fund,Buy House,Average
58,Student,34878,30000,12260,17740,True,1512283,32152,0,102765,False,None,Low,Buy Car,Start Business,Poor
28,Salaried,188229,123643,64132,59511,False,0,0,64586,287557,True,Stocks,Moderate,Vacation,Retirement,Average
60,Retired,36129,29245,6441,22804,False,0,0,6884,176381,False,None,Low,Vacation,Kids Education,Average
20,Retired,196488,133023,46780,86243,False,0,0,63465,35000,False,None,Moderate,Pay Debt,Wealth Creation,Average
25,Business,99231,80132,20694,59438,True,1571237,18633,466,429479,True,Stocks,Low,Vacation,Wealth Creation,Poor
29,Retired,86524,61396,31022,30374,False,0,0,25128,89687,True,Crypto,Moderate,Pay Debt,Retirement,Average
57,Self-employed,119397,82972,29641,53331,False,0,0,36425,231269,True,Gold,Moderate,Vacation,Retirement,Average
36,Student,17885,13824,4726,9098,True,1002746,3341,720,462539,False,None,High,Upgrade Lifestyle,Wealth Creation,Poor
53,Salaried,189310,167407,39796,127611,True,1208946,31540,0,207693,False,None,Moderate,Vacation,Retirement,Poor
52,Salaried,154734,68132,28864,39268,True,522872,8782,77820,74069,False,None,High,Vacation,Start Business,Average
50,Self-employed,87013,75443,41011,34432,False,0,0,11570,41486,True,None,Moderate,Vacation,Start Business,Average
20,Salaried,172149,87120,28778,58342,False,0,0,85029,484876,False,None,High,Buy Car,Start Business,Good
33,Business,195503,169096,41181,127915,True,628703,14018,12389,152,True,None,Moderate,Pay Debt,Kids Education,Poor
45,Retired,71446,43091,14211,28880,False,0,0,28355,86239,True,None,High,Pay Debt,Wealth Creation,Average
35,Retired,103762,88946,39763,49183,False,0,0,14816,39731,True,Stocks,High,Pay Debt,Wealth Creation,Average
37,Salaried,148299,101233,23511,77722,False,0,0,47066,218158,True,Mutual Funds,High,Pay Debt,Retirement,Average
39,Self-employed,24770,10908,2588,8320,False,0,0,13862,213703,False,None,Moderate,Buy Car,Wealth Creation,Good
60,Self-employed,132194,103789,37464,66325,True,1902391,20649,7756,344020,False,None,Low,Upgrade Lifestyle,Buy House,Poor
33,Student,46542,41272,10829,30443,False,0,0,5270,28047,False,None,Moderate,Emergency Fund,Start Business,Average
34,Business,134570,58120,13106,45014,True,620997,29888,46562,422951,False,None,High,Vacation,Buy House,Good
45,Self-employed,192755,96670,34595,62075,True,764877,42365,53720,62830,False,None,Moderate,Upgrade Lifestyle,Start Business,Average
28,Student,167523,108694,43374,65320,True,1581043,18779,40050,1860,True,None,Moderate,Vacation,Retirement,Average
57,Business,98158,64261,26064,38197,False,0,0,33897,72359,False,None,High,Upgrade Lifestyle,Start Business,Average
27,Retired,24685,11782,2748,9034,True,1029315,34946,0,210811,True,Real Estate,Moderate,Upgrade Lifestyle,Kids Education,Poor
36,Student,49065,24499,6378,18121,True,490626,17634,6932,440234,False,None,Moderate,Vacation,Buy House,Average
54,Business,105922,86294,46164,40130,False,0,0,19628,90118,False,None,Low,Upgrade Lifestyle,Start Business,Average
50,Business,173422,119233,62722,56511,False,0,0,54189,320658,True,Crypto,Moderate,Pay Debt,Kids Education,Average
26,Retired,121719,95085,36099,58986,False,0,0,26634,11992,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
57,Retired,189610,86587,33536,53051,False,0,0,103023,287008,True,Mutual Funds,Moderate,Upgrade Lifestyle,Retirement,Good
55,Self-employed,23098,18994,4017,14977,False,0,0,4104,275034,True,Crypto,Moderate,Vacation,Retirement,Average
36,Student,124274,97873,34566,63307,False,0,0,26401,473632,True,FD,Low,Emergency Fund,Buy House,Good
44,Self-employed,60137,31298,10275,21023,False,0,0,28839,135543,False,None,Low,Buy Car,Retirement,Good
24,Self-employed,35842,16838,9303,7535,False,0,0,19004,227562,True,Crypto,Moderate,Vacation,Buy House,Good
44,Salaried,84508,39142,22004,17138,False,0,0,45366,478020,False,None,High,Emergency Fund,Buy House,Good
47,Student,169632,136604,76002,60602,False,0,0,33028,416480,False,None,Moderate,Pay Debt,Kids Education,Average
50,Salaried,45382,18848,6162,12686,True,1386399,25602,932,441917,True,Stocks,High,Vacation,Start Business,Poor
36,Retired,146363,130207,50604,79603,False,0,0,16156,11276,True,None,Low,Emergency Fund,Start Business,Average
53,Retired,129808,104669,51644,53025,False,0,0,25139,180061,False,None,Moderate,Buy Car,Start Business,Average
48,Salaried,40722,21046,4556,16490,True,134186,23124,0,148939,True,Real Estate,High,Pay Debt,Start Business,Poor
27,Student,157902,137542,78312,59230,False,0,0,20360,82986,False,None,High,Buy Car,Wealth Creation,Average
39,Self-employed,168567,119129,36354,82775,False,0,0,49438,415706,False,None,Moderate,Upgrade Lifestyle,Retirement,Good
33,Business,121753,91313,18941,72372,True,549286,7496,22944,390537,False,None,High,Pay Debt,Buy House,Average
29,Salaried,107439,72052,43114,28938,False,0,0,35387,229504,False,None,Low,Buy Car,Wealth Creation,Good
43,Business,74868,38122,10779,27343,False,0,0,36746,225395,False,None,High,Pay Debt,Kids Education,Good
47,Salaried,19359,8850,3821,5029,False,0,0,10509,210635,True,Mutual Funds,Moderate,Emergency Fund,Wealth Creation,Good
31,Retired,168994,90333,26756,63577,True,1187270,4905,73756,168055,False,None,Low,Buy Car,Start Business,Average
60,Student,22890,17057,3884,13173,True,1762085,24412,0,204362,True,Crypto,Moderate,Vacation,Buy House,Poor
33,Self-employed,156290,64041,15383,48658,False,0,0,92249,463456,False,None,High,Buy Car,Retirement,Good
23,Self-employed,170450,83779,32675,51104,False,0,0,86671,247464,True,FD,High,Pay Debt,Start Business,Average
29,Self-employed,24791,12519,2936,9583,False,0,0,12272,375692,False,None,High,Vacation,Buy House,Good
54,Student,19805,9850,3019,6831,False,0,0,9955,315845,False,None,Moderate,Pay Debt,Buy House,Good
41,Retired,93219,54834,15338,39496,False,0,0,38385,120116,True,Stocks,High,Buy Car,Buy House,Average
48,Retired,130225,55332,16582,38750,True,351613,33973,40920,76166,False,None,Low,Upgrade Lifestyle,Wealth Creation,Average
59,Business,25533,14898,5419,9479,False,0,0,10635,107954,True,Real Estate,Moderate,Upgrade Lifestyle,Kids Education,Good
50,Retired,124014,80997,45641,35356,True,1335884,11942,31075,268388,True,None,Low,Vacation,Kids Education,Good
48,Self-employed,182966,133815,76950,56865,True,1057179,6775,42376,70143,True,Real Estate,Low,Pay Debt,Wealth Creation,Average
59,Business,34175,30546,14758,15788,True,60459,16209,0,386333,False,None,Low,Emergency Fund,Buy House,Poor
45,Student,196662,153192,33403,119789,True,733201,20582,22888,365878,False,None,Low,Emergency Fund,Retirement,Average
52,Salaried,88726,48412,22305,26107,True,215313,29876,10438,231300,False,None,High,Buy Car,Retirement,Average
54,Student,42680,17349,9201,8148,False,0,0,25331,258471,False,None,Moderate,Vacation,Kids Education,Good
36,Student,61758,49776,22196,27580,True,1380596,36536,0,322873,False,None,High,Vacation,Kids Education,Poor
38,Self-employed,13958,10669,5427,5242,True,794740,20482,0,184792,True,Gold,Low,Pay Debt,Wealth Creation,Poor
44,Salaried,133177,117628,57430,60198,False,0,0,15549,227368,False,None,Moderate,Buy Car,Buy House,Average
60,Business,93900,44122,14691,29431,True,918188,15698,34080,416954,False,None,Moderate,Emergency Fund,Wealth Creation,Good
50,Student,167877,148854,40721,108133,True,1470144,10794,8229,94331,False,None,High,Vacation,Kids Education,Poor
51,Business,174432,103704,42441,61263,True,1619709,4315,66413,486687,False,None,Low,Upgrade Lifestyle,Buy House,Good
36,Student,33998,23698,9472,14226,False,0,0,10300,249178,False,None,Moderate,Buy Car,Kids Education,Good
45,Salaried,41181,30059,13701,16358,True,1200397,33125,0,346452,True,None,Low,Buy Car,Buy House,Poor
32,Salaried,108744,56000,12274,43726,False,0,0,52744,180241,True,Gold,High,Upgrade Lifestyle,Wealth Creation,Good
42,Salaried,89246,44153,18462,25691,False,0,0,45093,113338,True,Stocks,Low,Emergency Fund,Kids Education,Average
33,Student,182631,81091,33897,47194,False,0,0,101540,320722,True,Crypto,Low,Vacation,Buy House,Good
41,Self-employed,114448,80096,46050,34046,False,0,0,34352,97115,True,Crypto,Moderate,Emergency Fund,Buy House,Average
42,Retired,197757,164892,39928,124964,True,1416367,12802,20063,283663,False,None,Low,Vacation,Buy House,Average
25,Salaried,12249,9705,4093,5612,True,238989,13336,0,233292,False,None,Low,Pay Debt,Retirement,Poor
27,Student,55515,33134,11827,21307,False,0,0,22381,260581,True,FD,Low,Emergency Fund,Buy House,Good
33,Salaried,181581,93816,44461,49355,False,0,0,87765,308356,True,Crypto,High,Emergency Fund,Start Business,Good
22,Self-employed,73485,46056,27620,18436,False,0,0,27429,73316,False,None,Low,Vacation,Retirement,Average
55,Self-employed,48519,41236,23326,17910,True,1113003,16527,0,389330,False,None,High,Upgrade Lifestyle,Wealth Creation,Poor
36,Business,141289,62420,24296,38124,False,0,0,78869,391587,False,None,Moderate,Buy Car,Retirement,Good
58,Retired,48091,40786,9176,31610,True,299606,47508,0,46698,False,None,High,Buy Car,Start Business,Poor
33,Business,16365,8244,2518,5726,False,0,0,8121,307606,True,Gold,Low,Upgrade Lifestyle,Kids Education,Good
38,Salaried,71690,48964,24637,24327,False,0,0,22726,42307,True,Stocks,Moderate,Buy Car,Buy House,Average
42,Business,185826,87977,33437,54540,True,1038220,43245,54604,81510,False,None,Moderate,Emergency Fund,Start Business,Average
30,Salaried,145603,89680,52421,37259,False,0,0,55923,87695,False,None,High,Pay Debt,Wealth Creation,Average
52,Business,32105,13739,7861,5878,False,0,0,18366,415962,False,None,High,Upgrade Lifestyle,Buy House,Good
25,Self-employed,121336,65032,19035,45997,False,0,0,56304,208691,True,Gold,High,Emergency Fund,Wealth Creation,Good
46,Self-employed,24793,10282,4680,5602,False,0,0,14511,195667,True,Gold,Moderate,Upgrade Lifestyle,Wealth Creation,Good
21,Retired,164108,94964,38728,56236,True,819827,39350,29794,441446,True,None,Moderate,Buy Car,Kids Education,Average
21,Business,157047,108355,62483,45872,False,0,0,48692,242674,False,None,High,Vacation,Retirement,Average
51,Retired,37560,29530,10826,18704,True,762683,3546,4484,426516,False,None,High,Vacation,Start Business,Average
60,Retired,135138,100409,34427,65982,True,1689940,42120,0,63075,False,None,Moderate,Vacation,Wealth Creation,Poor
26,Retired,192030,166932,47716,119216,False,0,0,25098,351974,False,None,Low,Upgrade Lifestyle,Kids Education,Average
28,Student,158664,127091,73368,53723,False,0,0,31573,217265,False,None,Low,Upgrade Lifestyle,Start Business,Average
28,Self-employed,141594,73722,37004,36718,True,457225,19525,48347,78665,True,None,High,Buy Car,Buy House,Average
21,Business,19088,15849,9313,6536,False,0,0,3239,23433,False,None,Low,Upgrade Lifestyle,Buy House,Average
55,Retired,38026,24569,12035,12534,True,582002,15444,0,499245,True,None,High,Vacation,Start Business,Poor
44,Retired,127797,68774,26423,42351,False,0,0,59023,181153,True,Mutual Funds,Low,Buy Car,Start Business,Average
48,Salaried,144931,70442,16517,53925,True,331922,30334,44155,184637,True,Mutual Funds,High,Buy Car,Wealth Creation,Average
56,Business,150524,61040,25201,35839,True,1950944,21195,68289,283772,False,None,High,Vacation,Start Business,Good
33,Self-employed,180593,134960,31002,103958,False,0,0,45633,348615,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
25,Student,169333,131534,56670,74864,True,1103635,7924,29875,241752,False,None,High,Vacation,Wealth Creation,Average
28,Self-employed,124353,60095,23389,36706,False,0,0,64258,339871,False,None,High,Upgrade Lifestyle,Start Business,Good
29,Salaried,57330,36700,21118,15582,True,1253223,16913,3717,264910,True,Gold,Low,Upgrade Lifestyle,Buy House,Poor
60,Business,116663,55981,13151,42830,True,289359,6977,53705,160519,True,Gold,High,Emergency Fund,Start Business,Average
44,Student,39832,23872,7120,16752,True,446687,4294,11666,416359,True,Stocks,Moderate,Vacation,Start Business,Good
21,Salaried,148823,115760,40660,75100,False,0,0,33063,410683,False,None,High,Vacation,Kids Education,Good
43,Retired,137152,65016,17183,47833,False,0,0,72136,209613,True,Crypto,Moderate,Emergency Fund,Retirement,Good
26,Salaried,60302,36483,9142,27341,False,0,0,23819,447642,False,None,Moderate,Emergency Fund,Kids Education,Good
28,Business,103423,54890,28104,26786,False,0,0,48533,140594,False,None,High,Pay Debt,Kids Education,Average
58,Student,57945,47816,16128,31688,False,0,0,10129,339245,True,Gold,Low,Vacation,Retirement,Average
24,Student,93830,69531,31879,37652,False,0,0,24299,19843,True,Gold,Low,Upgrade Lifestyle,Start Business,Average
23,Business,161263,122651,30273,92378,True,1281601,31368,7244,46191,True,FD,High,Pay Debt,Start Business,Poor
32,Retired,175661,113256,25425,87831,True,154905,43040,19365,396565,False,None,Low,Upgrade Lifestyle,Wealth Creation,Average
54,Student,88404,50280,22202,28078,False,0,0,38124,61677,False,None,Low,Vacation,Wealth Creation,Average
36,Retired,150363,63311,15642,47669,True,1989558,11620,75432,243695,True,Gold,Low,Vacation,Buy House,Good
49,Retired,54022,26330,14964,11366,False,0,0,27692,284144,False,None,High,Pay Debt,Start Business,Good
57,Retired,143365,61817,23662,38155,False,0,0,81548,429341,False,None,High,Vacation,Start Business,Good
37,Salaried,20334,11056,5947,5109,True,1318277,36695,0,468774,False,None,High,Buy Car,Wealth Creation,Poor
36,Business,131476,70085,41339,28746,True,433980,17147,44244,158603,True,None,Low,Pay Debt,Wealth Creation,Average
40,Salaried,48900,43892,12890,31002,True,443584,11189,0,58103,False,None,Low,Emergency Fund,Wealth Creation,Poor
59,Retired,196370,122470,54098,68372,False,0,0,73900,485047,False,None,Moderate,Emergency Fund,Wealth Creation,Good
48,Self-employed,78932,49657,25683,23974,False,0,0,29275,410964,True,Stocks,High,Vacation,Buy House,Good
35,Salaried,10811,6782,2352,4430,True,1021560,19225,0,235465,False,None,Moderate,Pay Debt,Kids Education,Poor
39,Business,103148,58203,19165,39038,True,1652521,47727,0,498789,False,None,High,Buy Car,Wealth Creation,Poor
39,Salaried,132233,105217,57577,47640,False,0,0,27016,167538,False,None,Moderate,Vacation,Buy House,Average
29,Business,22124,16240,4311,11929,False,0,0,5884,440178,True,Real Estate,High,Pay Debt,Start Business,Good
41,Retired,16950,13891,7847,6044,False,0,0,3059,197673,False,None,High,Buy Car,Kids Education,Average
52,Retired,28572,18742,7735,11007,False,0,0,9830,436049,False,None,Moderate,Pay Debt,Start Business,Good
51,Student,77541,51981,29619,22362,False,0,0,25560,275474,True,FD,High,Vacation,Wealth Creation,Good
22,Student,161256,66378,37009,29369,False,0,0,94878,353452,True,Stocks,Low,Upgrade Lifestyle,Retirement,Good
53,Business,154546,70832,26035,44797,False,0,0,83714,427300,True,FD,High,Upgrade Lifestyle,Start Business,Good
54,Business,188631,106094,49677,56417,True,1033334,45977,36560,451964,True,Real Estate,Low,Buy Car,Kids Education,Average
40,Self-employed,113875,94383,35803,58580,False,0,0,19492,142892,False,None,High,Vacation,Retirement,Average
57,Salaried,34514,13844,3248,10596,False,0,0,20670,349138,False,None,Low,Pay Debt,Start Business,Good
52,Self-employed,115274,59051,28890,30161,False,0,0,56223,34550,False,None,High,Buy Car,Buy House,Average
40,Retired,88656,76283,37794,38489,True,1819010,32082,0,189306,True,Crypto,Moderate,Vacation,Wealth Creation,Poor
25,Salaried,184632,157357,82912,74445,True,1442247,44206,0,203140,True,Gold,Moderate,Vacation,Wealth Creation,Poor
21,Self-employed,137291,116292,44961,71331,False,0,0,20999,47391,False,None,Low,Pay Debt,Kids Education,Average
42,Student,177365,146781,53333,93448,False,0,0,30584,201175,False,None,Low,Vacation,Wealth Creation,Average
41,Retired,156304,105341,22132,83209,True,1030268,45972,4991,211468,True,FD,Moderate,Emergency Fund,Start Business,Poor
41,Retired,13729,10561,2434,8127,False,0,0,3168,254834,True,None,High,Upgrade Lifestyle,Retirement,Good
55,Retired,74790,51488,28385,23103,False,0,0,23302,309147,True,Mutual Funds,Moderate,Upgrade Lifestyle,Start Business,Good
46,Business,34300,25704,12182,13522,True,52107,43999,0,369701,True,Crypto,High,Upgrade Lifestyle,Retirement,Poor
43,Business,97138,63505,28466,35039,False,0,0,33633,266332,False,None,Low,Buy Car,Kids Education,Good
59,Self-employed,177804,141842,79854,61988,False,0,0,35962,415687,False,None,Moderate,Upgrade Lifestyle,Start Business,Average
